Application_ID,Approved,Claim_Occurred,Claim_Amount,Recovery_Amount,Loss_Amount
APP00077,Yes,No,0.0,0.0,0.0
APP00078,Yes,No,0.0,0.0,0.0
APP00079,Yes,No,0.0,0.0,0.0
APP00080,Yes,No,0.0,0.0,0.0
APP00081,Yes,Yes,2798629.78,444107.8951157721,2354521.8848842275
APP00082,Yes,No,0.0,0.0,0.0
APP00083,Yes,No,0.0,0.0,0.0
APP00084,Yes,No,0.0,0.0,0.0
APP00085,Yes,No,0.0,0.0,0.0
APP00086,Yes,Yes,453310.78,117727.95861839404,335582.821381606
APP00087,Yes,Yes,2342003.66,1105735.9130906,1236267.7469094002
APP00088,No,No,0.0,0.0,0.0
APP00089,Yes,No,0.0,0.0,0.0
APP00090,Yes,No,0.0,0.0,0.0
APP00091,Yes,No,0.0,0.0,0.0
APP00092,No,No,0.0,0.0,0.0
APP00093,Yes,No,0.0,0.0,0.0
APP00094,Yes,No,0.0,0.0,0.0
APP00095,Yes,Yes,1954709.68,1250860.8152226282,703848.8647773718
APP00096,Yes,Yes,4798546.84,1441639.3750692604,3356907.4649307393
APP00097,Yes,No,0.0,0.0,0.0
APP00098,Yes,No,0.0,0.0,0.0
APP00099,No,No,0.0,0.0,0.0
APP00100,Yes,No,0.0,0.0,0.0
APP00101,No,No,0.0,0.0,0.0
APP00102,No,No,0.0,0.0,0.0
APP00103,Yes,No,0.0,0.0,0.0
APP00104,Yes,No,0.0,0.0,0.0
APP00105,Yes,No,0.0,0.0,0.0
APP00106,Yes,No,0.0,0.0,0.0
APP00107,Yes,No,0.0,0.0,0.0
APP00108,No,No,0.0,0.0,0.0
APP00109,No,No,0.0,0.0,0.0
APP00110,Yes,Yes,6889263.16,3699047.4226505337,3190215.7373494664
APP00111,Yes,No,0.0,0.0,0.0
APP00112,Yes,Yes,5028539.09,1240141.7447362056,3788397.345263794
APP00113,No,No,0.0,0.0,0.0
APP00114,Yes,No,0.0,0.0,0.0
APP00115,No,No,0.0,0.0,0.0
APP00116,No,No,0.0,0.0,0.0
APP00117,Yes,No,0.0,0.0,0.0
APP00118,No,No,0.0,0.0,0.0
APP00119,Yes,No,0.0,0.0,0.0
APP00120,Yes,No,0.0,0.0,0.0
APP00121,Yes,Yes,5248769.56,1605938.0246208801,3642831.535379119
APP00122,Yes,No,0.0,0.0,0.0
APP00123,No,No,0.0,0.0,0.0
APP00124,Yes,No,0.0,0.0,0.0
APP00125,Yes,No,0.0,0.0,0.0
APP00126,No,No,0.0,0.0,0.0
APP00127,Yes,No,0.0,0.0,0.0
APP00128,No,No,0.0,0.0,0.0
APP00129,Yes,No,0.0,0.0,0.0
APP00130,Yes,No,0.0,0.0,0.0
APP00131,Yes,Yes,2589191.28,802988.3289386263,1786202.9510613736
APP00132,Yes,No,0.0,0.0,0.0
APP00133,No,No,0.0,0.0,0.0
APP00134,Yes,No,0.0,0.0,0.0
APP00135,Yes,No,0.0,0.0,0.0
APP00136,Yes,No,0.0,0.0,0.0
APP00137,No,No,0.0,0.0,0.0
APP00138,Yes,No,0.0,0.0,0.0
APP00139,Yes,No,0.0,0.0,0.0
APP00140,Yes,No,0.0,0.0,0.0
APP00141,Yes,No,0.0,0.0,0.0
APP00142,Yes,No,0.0,0.0,0.0
APP00143,Yes,No,0.0,0.0,0.0
APP00144,Yes,No,0.0,0.0,0.0
APP00145,Yes,Yes,4474823.18,1288553.42448005,3186269.75551995
APP00146,No,No,0.0,0.0,0.0
APP00147,Yes,No,0.0,0.0,0.0
APP00148,Yes,Yes,5633200.12,3799565.609266783,1833634.510733217
APP00149,Yes,No,0.0,0.0,0.0
APP00150,Yes,No,0.0,0.0,0.0
APP00151,Yes,No,0.0,0.0,0.0
APP00152,Yes,No,0.0,0.0,0.0
APP00153,Yes,Yes,8094062.16,5058356.008194651,3035706.1518053487
APP00154,Yes,Yes,641458.27,383551.36004732247,257906.90995267755
APP00155,Yes,No,0.0,0.0,0.0
APP00156,Yes,No,0.0,0.0,0.0
APP00157,Yes,No,0.0,0.0,0.0
APP00158,No,No,0.0,0.0,0.0
APP00159,Yes,Yes,7430198.78,2951147.0931732217,4479051.686826779
APP00160,Yes,No,0.0,0.0,0.0
APP00161,Yes,No,0.0,0.0,0.0
APP00162,Yes,No,0.0,0.0,0.0
APP00163,Yes,Yes,6077527.56,1049106.7606532916,5028420.799346708
APP00164,Yes,No,0.0,0.0,0.0
APP00165,No,No,0.0,0.0,0.0
APP00166,Yes,Yes,4105117.63,2830962.0237656524,1274155.6062343474
APP00167,No,No,0.0,0.0,0.0
APP00168,Yes,No,0.0,0.0,0.0
APP00169,No,No,0.0,0.0,0.0
APP00170,Yes,No,0.0,0.0,0.0
APP00171,No,No,0.0,0.0,0.0
APP00172,Yes,No,0.0,0.0,0.0
APP00173,Yes,No,0.0,0.0,0.0
APP00174,No,No,0.0,0.0,0.0
APP00175,Yes,No,0.0,0.0,0.0
APP00176,Yes,No,0.0,0.0,0.0
APP00177,Yes,No,0.0,0.0,0.0
APP00178,Yes,No,0.0,0.0,0.0
APP00179,No,No,0.0,0.0,0.0
APP00180,Yes,No,0.0,0.0,0.0
APP00181,Yes,No,0.0,0.0,0.0
APP00182,No,No,0.0,0.0,0.0
APP00183,No,No,0.0,0.0,0.0
APP00184,Yes,No,0.0,0.0,0.0
APP00185,Yes,No,0.0,0.0,0.0
APP00186,No,No,0.0,0.0,0.0
APP00187,No,No,0.0,0.0,0.0
APP00188,Yes,No,0.0,0.0,0.0
APP00189,Yes,No,0.0,0.0,0.0
APP00190,Yes,No,0.0,0.0,0.0
APP00191,Yes,No,0.0,0.0,0.0
APP00192,Yes,Yes,3308358.46,2226911.521166957,1081446.938833043
APP00193,Yes,No,0.0,0.0,0.0
APP00194,Yes,No,0.0,0.0,0.0
APP00195,Yes,Yes,9348915.7,3607258.591757269,5741657.10824273
APP00196,No,No,0.0,0.0,0.0
APP00197,No,No,0.0,0.0,0.0
APP00198,Yes,No,0.0,0.0,0.0
APP00199,No,No,0.0,0.0,0.0
APP00200,Yes,Yes,6157845.88,1038731.7349166544,5119114.1450833455
APP00201,No,No,0.0,0.0,0.0
APP00202,No,No,0.0,0.0,0.0
APP00203,No,No,0.0,0.0,0.0
APP00204,Yes,No,0.0,0.0,0.0
APP00205,No,No,0.0,0.0,0.0
APP00206,Yes,No,0.0,0.0,0.0
APP00207,Yes,No,0.0,0.0,0.0
APP00208,No,No,0.0,0.0,0.0
APP00209,Yes,No,0.0,0.0,0.0
APP00210,Yes,No,0.0,0.0,0.0
APP00211,No,No,0.0,0.0,0.0
APP00212,Yes,No,0.0,0.0,0.0
APP00213,Yes,No,0.0,0.0,0.0
APP00214,Yes,No,0.0,0.0,0.0
APP00215,Yes,No,0.0,0.0,0.0
APP00216,Yes,No,0.0,0.0,0.0
APP00217,Yes,No,0.0,0.0,0.0
APP00218,Yes,Yes,7845634.84,2188431.48933532,5657203.35066468
APP00219,Yes,No,0.0,0.0,0.0
APP00220,Yes,No,0.0,0.0,0.0
APP00221,No,No,0.0,0.0,0.0
APP00222,No,No,0.0,0.0,0.0
APP00223,No,No,0.0,0.0,0.0
APP00224,Yes,No,0.0,0.0,0.0
APP00225,No,No,0.0,0.0,0.0
APP00226,Yes,Yes,7005427.29,1166576.5556925482,5838850.734307452
APP00227,Yes,No,0.0,0.0,0.0
APP00228,Yes,No,0.0,0.0,0.0
APP00229,Yes,No,0.0,0.0,0.0
APP00230,Yes,No,0.0,0.0,0.0
APP00231,Yes,No,0.0,0.0,0.0
APP00232,Yes,No,0.0,0.0,0.0
APP00233,No,No,0.0,0.0,0.0
APP00234,Yes,No,0.0,0.0,0.0
APP00235,Yes,No,0.0,0.0,0.0
APP00236,Yes,No,0.0,0.0,0.0
APP00237,Yes,Yes,5125282.23,2512424.5279856813,2612857.702014319
APP00238,Yes,No,0.0,0.0,0.0
APP00239,No,No,0.0,0.0,0.0
APP00240,Yes,No,0.0,0.0,0.0
APP00241,Yes,No,0.0,0.0,0.0
APP00242,No,No,0.0,0.0,0.0
APP00243,Yes,No,0.0,0.0,0.0
APP00244,Yes,No,0.0,0.0,0.0
APP00245,Yes,No,0.0,0.0,0.0
APP00246,Yes,No,0.0,0.0,0.0
APP00247,Yes,No,0.0,0.0,0.0
APP00248,Yes,No,0.0,0.0,0.0
APP00249,No,No,0.0,0.0,0.0
APP00250,No,No,0.0,0.0,0.0
APP00251,No,No,0.0,0.0,0.0
APP00252,Yes,Yes,1887875.43,238309.64351709562,1649565.7864829043
APP00253,Yes,No,0.0,0.0,0.0
APP00254,Yes,No,0.0,0.0,0.0
APP00255,Yes,Yes,2576968.67,1098272.3951361987,1478696.2748638012
APP00256,Yes,No,0.0,0.0,0.0
APP00257,No,No,0.0,0.0,0.0
APP00258,No,No,0.0,0.0,0.0
APP00259,No,No,0.0,0.0,0.0
APP00260,Yes,No,0.0,0.0,0.0
APP00261,Yes,No,0.0,0.0,0.0
APP00262,No,No,0.0,0.0,0.0
APP00263,Yes,No,0.0,0.0,0.0
APP00264,Yes,No,0.0,0.0,0.0
APP00265,No,No,0.0,0.0,0.0
APP00266,Yes,No,0.0,0.0,0.0
APP00267,No,No,0.0,0.0,0.0
APP00268,Yes,No,0.0,0.0,0.0
APP00269,Yes,Yes,2851876.57,942562.304255538,1909314.2657444617
APP00270,No,No,0.0,0.0,0.0
APP00271,Yes,No,0.0,0.0,0.0
APP00272,No,No,0.0,0.0,0.0
APP00273,Yes,No,0.0,0.0,0.0
APP00274,Yes,Yes,3120965.92,1326190.4880798692,1794775.4319201307
APP00275,Yes,Yes,6126518.99,3895863.329422071,2230655.660577929
APP00276,No,No,0.0,0.0,0.0
APP00277,No,No,0.0,0.0,0.0
APP00278,No,No,0.0,0.0,0.0
APP00279,No,No,0.0,0.0,0.0
APP00280,Yes,No,0.0,0.0,0.0
APP00281,Yes,Yes,3942294.57,2100368.664428468,1841925.905571532
APP00282,Yes,No,0.0,0.0,0.0
APP00283,Yes,No,0.0,0.0,0.0
APP00284,Yes,No,0.0,0.0,0.0
APP00285,No,No,0.0,0.0,0.0
APP00286,Yes,Yes,8015930.35,5375325.292852293,2640605.057147707
APP00287,Yes,No,0.0,0.0,0.0
APP00288,Yes,No,0.0,0.0,0.0
APP00289,Yes,No,0.0,0.0,0.0
APP00290,No,No,0.0,0.0,0.0
APP00291,Yes,No,0.0,0.0,0.0
APP00292,Yes,No,0.0,0.0,0.0
APP00293,Yes,No,0.0,0.0,0.0
APP00294,Yes,No,0.0,0.0,0.0
APP00295,Yes,No,0.0,0.0,0.0
APP00296,Yes,No,0.0,0.0,0.0
APP00297,Yes,No,0.0,0.0,0.0
APP00298,No,No,0.0,0.0,0.0
APP00299,Yes,Yes,6217698.11,806732.6791232195,5410965.430876781
APP00300,Yes,Yes,6875969.7,4237950.061991563,2638019.638008437
APP00301,Yes,Yes,7201841.2,982962.8901653376,6218878.309834663
APP00302,No,No,0.0,0.0,0.0
APP00303,Yes,No,0.0,0.0,0.0
APP00304,Yes,No,0.0,0.0,0.0
APP00305,Yes,Yes,4493745.57,1827252.7125521179,2666492.857447882
APP00306,Yes,No,0.0,0.0,0.0
APP00307,No,No,0.0,0.0,0.0
APP00308,Yes,No,0.0,0.0,0.0
APP00309,Yes,No,0.0,0.0,0.0
APP00310,Yes,No,0.0,0.0,0.0
APP00311,No,No,0.0,0.0,0.0
APP00312,Yes,Yes,9310054.29,6024755.808632464,3285298.481367535
APP00313,Yes,No,0.0,0.0,0.0
APP00314,Yes,No,0.0,0.0,0.0
APP00315,Yes,No,0.0,0.0,0.0
APP00316,No,No,0.0,0.0,0.0
APP00317,No,No,0.0,0.0,0.0
APP00318,No,No,0.0,0.0,0.0
APP00319,Yes,No,0.0,0.0,0.0
APP00320,Yes,No,0.0,0.0,0.0
APP00321,Yes,No,0.0,0.0,0.0
APP00322,Yes,Yes,4776058.68,1980482.7245285248,2795575.9554714747
APP00323,Yes,No,0.0,0.0,0.0
APP00324,Yes,No,0.0,0.0,0.0
APP00325,No,No,0.0,0.0,0.0
APP00326,Yes,No,0.0,0.0,0.0
APP00327,Yes,No,0.0,0.0,0.0
APP00328,Yes,No,0.0,0.0,0.0
APP00329,No,No,0.0,0.0,0.0
APP00330,Yes,No,0.0,0.0,0.0
APP00331,Yes,No,0.0,0.0,0.0
APP00332,Yes,No,0.0,0.0,0.0
APP00333,Yes,Yes,2676761.64,728430.1263226861,1948331.513677314
APP00334,Yes,Yes,4268123.64,2944786.145021113,1323337.4949788866
APP00335,Yes,No,0.0,0.0,0.0
APP00336,No,No,0.0,0.0,0.0
APP00337,Yes,Yes,2707423.61,1171630.1688852857,1535793.4411147141
APP00338,No,No,0.0,0.0,0.0
APP00339,Yes,Yes,4371056.66,2246845.2461613715,2124211.4138386287
APP00340,No,No,0.0,0.0,0.0
APP00341,No,No,0.0,0.0,0.0
APP00342,No,No,0.0,0.0,0.0
APP00343,Yes,No,0.0,0.0,0.0
APP00344,Yes,No,0.0,0.0,0.0
APP00345,Yes,No,0.0,0.0,0.0
APP00346,Yes,No,0.0,0.0,0.0
APP00347,Yes,No,0.0,0.0,0.0
APP00348,No,No,0.0,0.0,0.0
APP00349,Yes,Yes,1916162.71,1072233.7362176743,843928.9737823256
APP00350,No,No,0.0,0.0,0.0
APP00351,Yes,No,0.0,0.0,0.0
APP00352,Yes,No,0.0,0.0,0.0
APP00353,Yes,No,0.0,0.0,0.0
APP00354,No,No,0.0,0.0,0.0
APP00355,Yes,No,0.0,0.0,0.0
APP00356,No,No,0.0,0.0,0.0
APP00357,No,No,0.0,0.0,0.0
APP00358,Yes,No,0.0,0.0,0.0
APP00359,Yes,No,0.0,0.0,0.0
APP00360,No,No,0.0,0.0,0.0
APP00361,Yes,No,0.0,0.0,0.0
APP00362,Yes,No,0.0,0.0,0.0
APP00363,Yes,No,0.0,0.0,0.0
APP00364,Yes,No,0.0,0.0,0.0
APP00365,No,No,0.0,0.0,0.0
APP00366,Yes,Yes,2147746.81,1295679.803675231,852067.006324769
APP00367,No,No,0.0,0.0,0.0
APP00368,No,No,0.0,0.0,0.0
APP00369,Yes,No,0.0,0.0,0.0
APP00370,No,No,0.0,0.0,0.0
APP00371,Yes,No,0.0,0.0,0.0
APP00372,No,No,0.0,0.0,0.0
APP00373,No,No,0.0,0.0,0.0
APP00374,Yes,No,0.0,0.0,0.0
APP00375,Yes,No,0.0,0.0,0.0
APP00376,No,No,0.0,0.0,0.0
APP00377,No,No,0.0,0.0,0.0
APP00378,Yes,Yes,7953870.53,4266591.0032826075,3687279.5267173927
APP00379,Yes,No,0.0,0.0,0.0
APP00380,Yes,No,0.0,0.0,0.0
APP00381,No,No,0.0,0.0,0.0
APP00382,No,No,0.0,0.0,0.0
APP00383,No,No,0.0,0.0,0.0
APP00384,Yes,No,0.0,0.0,0.0
APP00385,No,No,0.0,0.0,0.0
APP00386,Yes,Yes,1455059.26,473949.80917576776,981109.4508242323
APP00387,No,No,0.0,0.0,0.0
APP00388,Yes,No,0.0,0.0,0.0
APP00389,No,No,0.0,0.0,0.0
APP00390,Yes,No,0.0,0.0,0.0
APP00391,No,No,0.0,0.0,0.0
APP00392,Yes,Yes,5621597.9,1265580.120572774,4356017.779427227
APP00393,Yes,No,0.0,0.0,0.0
APP00394,Yes,No,0.0,0.0,0.0
APP00395,Yes,No,0.0,0.0,0.0
APP00396,Yes,No,0.0,0.0,0.0
APP00397,Yes,No,0.0,0.0,0.0
APP00398,Yes,No,0.0,0.0,0.0
APP00399,Yes,No,0.0,0.0,0.0
APP00400,Yes,No,0.0,0.0,0.0
APP00401,Yes,Yes,4700885.73,1369572.8434736573,3331312.8865263434
APP00402,Yes,No,0.0,0.0,0.0
APP00403,No,No,0.0,0.0,0.0
APP00404,No,No,0.0,0.0,0.0
APP00405,Yes,No,0.0,0.0,0.0
APP00406,Yes,No,0.0,0.0,0.0
APP00407,Yes,No,0.0,0.0,0.0
APP00408,Yes,No,0.0,0.0,0.0
APP00409,Yes,No,0.0,0.0,0.0
APP00410,No,No,0.0,0.0,0.0
APP00411,No,No,0.0,0.0,0.0
APP00412,Yes,No,0.0,0.0,0.0
APP00413,Yes,No,0.0,0.0,0.0
APP00414,Yes,No,0.0,0.0,0.0
APP00415,Yes,No,0.0,0.0,0.0
APP00416,Yes,No,0.0,0.0,0.0
APP00417,No,No,0.0,0.0,0.0
APP00418,Yes,No,0.0,0.0,0.0
APP00419,Yes,No,0.0,0.0,0.0
APP00420,No,No,0.0,0.0,0.0
APP00421,No,No,0.0,0.0,0.0
APP00422,Yes,No,0.0,0.0,0.0
APP00423,No,No,0.0,0.0,0.0
APP00424,Yes,No,0.0,0.0,0.0
APP00425,Yes,No,0.0,0.0,0.0
APP00426,Yes,No,0.0,0.0,0.0
APP00427,Yes,No,0.0,0.0,0.0
APP00428,No,No,0.0,0.0,0.0
APP00429,Yes,No,0.0,0.0,0.0
APP00430,Yes,Yes,7248917.41,4040775.5962163676,3208141.8137836326
APP00431,Yes,Yes,8319490.04,3851284.2580039455,4468205.781996055
APP00432,Yes,No,0.0,0.0,0.0
APP00433,Yes,No,0.0,0.0,0.0
APP00434,Yes,No,0.0,0.0,0.0
APP00435,Yes,No,0.0,0.0,0.0
APP00436,Yes,No,0.0,0.0,0.0
APP00437,Yes,No,0.0,0.0,0.0
APP00438,Yes,No,0.0,0.0,0.0
APP00439,Yes,Yes,5020645.42,1687876.269737439,3332769.1502625607
APP00440,Yes,No,0.0,0.0,0.0
APP00441,Yes,No,0.0,0.0,0.0
APP00442,Yes,No,0.0,0.0,0.0
APP00443,Yes,No,0.0,0.0,0.0
APP00444,No,No,0.0,0.0,0.0
APP00445,Yes,No,0.0,0.0,0.0
APP00446,Yes,Yes,6203235.86,2382717.448712247,3820518.4112877534
APP00447,No,No,0.0,0.0,0.0
APP00448,Yes,No,0.0,0.0,0.0
APP00449,Yes,No,0.0,0.0,0.0
APP00450,Yes,No,0.0,0.0,0.0
APP00451,Yes,No,0.0,0.0,0.0
APP00452,No,No,0.0,0.0,0.0
APP00453,Yes,No,0.0,0.0,0.0
APP00454,No,No,0.0,0.0,0.0
APP00455,No,No,0.0,0.0,0.0
APP00456,Yes,Yes,7022630.08,2285245.502946104,4737384.577053896
APP00457,No,No,0.0,0.0,0.0
APP00458,No,No,0.0,0.0,0.0
APP00459,Yes,No,0.0,0.0,0.0
APP00460,Yes,No,0.0,0.0,0.0
APP00461,Yes,No,0.0,0.0,0.0
APP00462,Yes,No,0.0,0.0,0.0
APP00463,Yes,No,0.0,0.0,0.0
APP00464,Yes,No,0.0,0.0,0.0
APP00465,Yes,Yes,5280187.28,1175776.816226202,4104410.463773798
APP00466,Yes,No,0.0,0.0,0.0
APP00467,Yes,No,0.0,0.0,0.0
APP00468,No,No,0.0,0.0,0.0
APP00469,No,No,0.0,0.0,0.0
APP00470,Yes,No,0.0,0.0,0.0
APP00471,Yes,No,0.0,0.0,0.0
APP00472,No,No,0.0,0.0,0.0
APP00473,Yes,No,0.0,0.0,0.0
APP00474,Yes,Yes,4740071.62,918966.277870326,3821105.3421296743
APP00475,Yes,No,0.0,0.0,0.0
APP00476,Yes,No,0.0,0.0,0.0
APP00477,No,No,0.0,0.0,0.0
APP00478,Yes,No,0.0,0.0,0.0
APP00479,Yes,No,0.0,0.0,0.0
APP00480,Yes,Yes,1608975.85,866264.306570869,742711.543429131
APP00481,Yes,No,0.0,0.0,0.0
APP00482,No,No,0.0,0.0,0.0
APP00483,No,No,0.0,0.0,0.0
APP00484,No,No,0.0,0.0,0.0
APP00485,Yes,No,0.0,0.0,0.0
APP00486,Yes,No,0.0,0.0,0.0
APP00487,No,No,0.0,0.0,0.0
APP00488,Yes,No,0.0,0.0,0.0
APP00489,Yes,No,0.0,0.0,0.0
APP00490,No,No,0.0,0.0,0.0
APP00491,Yes,No,0.0,0.0,0.0
APP00492,Yes,No,0.0,0.0,0.0
APP00493,Yes,No,0.0,0.0,0.0
APP00494,Yes,No,0.0,0.0,0.0
APP00495,Yes,No,0.0,0.0,0.0
APP00496,No,No,0.0,0.0,0.0
APP00497,No,No,0.0,0.0,0.0
APP00498,No,No,0.0,0.0,0.0
APP00499,Yes,No,0.0,0.0,0.0
APP00500,Yes,No,0.0,0.0,0.0
APP00501,Yes,No,0.0,0.0,0.0
APP00502,Yes,No,0.0,0.0,0.0
APP00503,Yes,No,0.0,0.0,0.0
APP00504,Yes,No,0.0,0.0,0.0
APP00505,Yes,No,0.0,0.0,0.0
APP00506,Yes,No,0.0,0.0,0.0
APP00507,Yes,No,0.0,0.0,0.0
APP00508,Yes,Yes,2822019.04,1092801.2528383092,1729217.7871616909
APP00509,Yes,No,0.0,0.0,0.0
APP00510,Yes,No,0.0,0.0,0.0
APP00511,No,No,0.0,0.0,0.0
APP00512,No,No,0.0,0.0,0.0
APP00513,Yes,No,0.0,0.0,0.0
APP00514,No,No,0.0,0.0,0.0
APP00515,Yes,Yes,8953224.84,1718258.5957234025,7234966.244276597
APP00516,No,No,0.0,0.0,0.0
APP00517,Yes,No,0.0,0.0,0.0
APP00518,Yes,No,0.0,0.0,0.0
APP00519,Yes,No,0.0,0.0,0.0
APP00520,Yes,No,0.0,0.0,0.0
APP00521,No,No,0.0,0.0,0.0
APP00522,Yes,No,0.0,0.0,0.0
APP00523,Yes,No,0.0,0.0,0.0
APP00524,No,No,0.0,0.0,0.0
APP00525,No,No,0.0,0.0,0.0
APP00526,Yes,No,0.0,0.0,0.0
APP00527,No,No,0.0,0.0,0.0
APP00528,Yes,No,0.0,0.0,0.0
APP00529,Yes,No,0.0,0.0,0.0
APP00530,No,No,0.0,0.0,0.0
APP00531,Yes,No,0.0,0.0,0.0
APP00532,Yes,No,0.0,0.0,0.0
APP00533,Yes,Yes,996561.02,535880.982813329,460680.03718667105
APP00534,Yes,No,0.0,0.0,0.0
APP00535,No,No,0.0,0.0,0.0
APP00536,Yes,No,0.0,0.0,0.0
APP00537,No,No,0.0,0.0,0.0
APP00538,No,No,0.0,0.0,0.0
APP00539,No,No,0.0,0.0,0.0
APP00540,No,No,0.0,0.0,0.0
APP00541,Yes,No,0.0,0.0,0.0
APP00542,Yes,No,0.0,0.0,0.0
APP00543,Yes,No,0.0,0.0,0.0
APP00544,Yes,No,0.0,0.0,0.0
APP00545,Yes,No,0.0,0.0,0.0
APP00546,Yes,No,0.0,0.0,0.0
APP00547,No,No,0.0,0.0,0.0
APP00548,No,No,0.0,0.0,0.0
APP00549,Yes,No,0.0,0.0,0.0
APP00550,Yes,No,0.0,0.0,0.0
APP00551,Yes,No,0.0,0.0,0.0
APP00552,No,No,0.0,0.0,0.0
APP00553,Yes,No,0.0,0.0,0.0
APP00554,Yes,Yes,1241452.04,614517.9016155011,626934.1383844989
APP00555,Yes,Yes,5909525.54,1910961.197218992,3998564.342781008
APP00556,Yes,No,0.0,0.0,0.0
APP00557,No,No,0.0,0.0,0.0
APP00558,No,No,0.0,0.0,0.0
APP00559,Yes,No,0.0,0.0,0.0
APP00560,Yes,No,0.0,0.0,0.0
APP00561,Yes,No,0.0,0.0,0.0
APP00562,No,No,0.0,0.0,0.0
APP00563,Yes,No,0.0,0.0,0.0
APP00564,No,No,0.0,0.0,0.0
APP00565,Yes,No,0.0,0.0,0.0
APP00566,Yes,No,0.0,0.0,0.0
APP00567,No,No,0.0,0.0,0.0
APP00568,Yes,No,0.0,0.0,0.0
APP00569,No,No,0.0,0.0,0.0
APP00570,Yes,No,0.0,0.0,0.0
APP00571,No,No,0.0,0.0,0.0
APP00572,No,No,0.0,0.0,0.0
APP00573,No,No,0.0,0.0,0.0
APP00574,Yes,No,0.0,0.0,0.0
APP00575,No,No,0.0,0.0,0.0
APP00576,No,No,0.0,0.0,0.0
APP00577,Yes,No,0.0,0.0,0.0
APP00578,Yes,No,0.0,0.0,0.0
APP00579,Yes,No,0.0,0.0,0.0
APP00580,Yes,No,0.0,0.0,0.0
APP00581,No,No,0.0,0.0,0.0
APP00582,Yes,No,0.0,0.0,0.0
APP00583,Yes,No,0.0,0.0,0.0
APP00584,Yes,No,0.0,0.0,0.0
